bcdname,framenum,xcen,ycen,flux_2,fluxerr_2,flux_2p25,fluxerr_2p25,flux_2p5,fluxerr_2p5,flux_2p75,fluxerr_2p75,flux_3,fluxerr_3,BMJD,bkgd,bkgderr,np,xfwhm,yfwhm,peakpixDN,pixval0-0,pixval0-1,pixval0-2,pixval0-3,pixval0-4,pixval0-5,pixval0-6,pixval0-7,pixval0-8,pixval1-0,pixval1-1,pixval1-2,pixval1-3,pixval1-4,pixval1-5,pixval1-6,pixval1-7,pixval1-8,pixval2-0,pixval2-1,pixval2-2,pixval2-3,pixval2-4,pixval2-5,pixval2-6,pixval2-7,pixval2-8,pixval3-0,pixval3-1,pixval3-2,pixval3-3,pixval3-4,pixval3-5,pixval3-6,pixval3-7,pixval3-8,pixval4-0,pixval4-1,pixval4-2,pixval4-3,pixval4-4,pixval4-5,pixval4-6,pixval4-7,pixval4-8,pixval5-0,pixval5-1,pixval5-2,pixval5-3,pixval5-4,pixval5-5,pixval5-6,pixval5-7,pixval5-8,pixval6-0,pixval6-1,pixval6-2,pixval6-3,pixval6-4,pixval6-5,pixval6-6,pixval6-7,pixval6-8,pixval7-0,pixval7-1,pixval7-2,pixval7-3,pixval7-4,pixval7-5,pixval7-6,pixval7-7,pixval7-8,pixval8-0,pixval8-1,pixval8-2,pixval8-3,pixval8-4,pixval8-5,pixval8-6,pixval8-7,pixval8-8
"ch2/bcd/SPITZER_I2_46467584_0000_0000_1_bcd.fits",0,15.1322,15.1374,0.0472523,0.000210887,0.0488891,0.000220758,0.0501933,0.000230771,0.0508861,0.000240585,0.0511696,0.000250614,56254.51310710000,0.00139683,0.00122307,4.41204,2.02954,1.97993,8390.56,0.249497,0.728697,1.45625,3.38590,1.44040,2.87097,1.59900,1.04014,0.561921,0.857285,2.28073,2.37701,1.53512,1.95442,1.06112,1.67091,4.22053,1.54035,1.33808,1.12612,1.48603,0.806969,11.9682,9.15838,3.52494,1.97013,1.96489,3.55047,0.390244,5.66775,27.3121,67.1392,62.5237,11.2551,2.30891,3.18974,1.96904,1.84353,20.0825,87.6387,688.251,127.116,15.8236,2.08270,1.45395,2.65503,2.43239,7.77206,46.2574,100.174,99.7483,14.5196,1.47472,1.83779,1.17412,1.04199,1.41884,6.35874,34.9891,31.3195,6.24933,1.44274,1.32629,0.225524,1.30569,1.39193,1.06490,2.42614,5.19352,1.87750,2.26109,0.394789,0.168071,0.546208,1.15825,1.54200,1.09891,2.48572,1.82838,1.45550,0.649339
"ch2/bcd/SPITZER_I2_46467584_0000_0000_1_bcd.fits",1,15.1323,15.1414,0.0476984,0.000211557,0.0493525,0.000221401,0.0506683,0.000231376,0.0513694,0.000241148,0.0516576,0.000251127,56254.51312987923,0.00170534,0.00122051,4.40216,2.01529,1.99934,8480.56,0.310530,0.311475,1.35703,2.32202,1.10389,4.20164,2.05657,1.25818,0.543468,1.11391,2.37228,2.47608,0.849735,2.28663,1.38685,1.22374,3.92111,1.71241,0.787609,1.20063,1.71368,0.801467,11.4182,9.87350,3.75298,2.12196,2.11542,3.63445,2.11337,4.02104,27.8780,68.5870,63.4012,13.1780,1.67989,3.59489,2.81182,2.54144,20.3777,85.7394,697.055,130.091,19.1158,2.70073,1.43496,3.49861,2.44813,8.02301,45.5414,103.245,98.6166,14.7725,0.935594,1.85279,1.36924,1.11623,1.56981,7.46383,32.5205,30.7568,7.98053,1.75630,1.24320,1.07234,2.15798,1.32286,1.53959,2.82113,4.80128,1.88253,2.57989,1.75301,0.465128,0.757308,2.07477,1.98883,2.02067,2.70075,2.13886,1.67646,0.710548
"ch2/bcd/SPITZER_I2_46467584_0000_0000_1_bcd.fits",2,15.1450,15.1304,0.0478854,0.000215258,0.0495283,0.000225874,0.0508106,0.000236670,0.0514894,0.000247377,0.0517441,0.000258368,56254.51315265845,0.00179456,0.00131729,4.37376,2.00619,1.95957,8499.56,-0.162738,0.315171,1.52074,2.64652,1.02776,4.20489,1.82167,1.65661,0.546684,1.03645,2.68178,2.14740,1.08470,1.97221,0.303446,1.68827,3.05854,1.47982,1.42487,1.37361,1.72734,1.44893,12.2080,9.64654,3.22055,2.44859,1.81700,3.07489,1.08043,3.92320,28.5786,65.8258,63.1399,11.6404,2.13714,3.49844,2.58001,1.98715,20.8546,85.2545,698.767,128.789,16.9653,2.62466,2.47957,3.22443,2.13161,8.26147,48.6887,108.260,99.1828,13.9787,1.25695,2.08776,0.901474,1.36948,1.03466,8.19164,34.1991,30.6117,6.25734,1.37110,1.33506,1.05425,2.13837,1.69161,1.75362,2.80441,6.05733,2.02183,2.17073,1.09763,0.864261,0.607450,1.76535,1.76089,1.78450,2.54733,2.39427,1.92039,0.872098
"ch2/bcd/SPITZER_I2_46467584_0000_0000_1_bcd.fits",3,15.1427,15.1374,0.0480679,0.000212798,0.0497446,0.000222798,0.0510560,0.000232901,0.0517546,0.000242825,0.0520423,0.000252977,56254.51317543767,0.00173859,0.00123859,4.39453,2.02796,1.98125,8541.56,0.884234,0.489467,1.13475,3.14405,1.51901,3.02860,1.36081,1.11831,0.876008,0.931521,2.50423,1.95542,1.45025,2.50171,1.20964,1.97242,3.82026,2.00346,1.20675,2.66142,1.20028,1.46487,12.1459,9.42190,3.62629,2.07294,1.91159,3.53176,3.10147,3.99520,27.6097,64.4556,63.2937,11.8735,1.49360,3.56923,2.20326,2.16148,18.8130,85.2683,702.463,127.507,17.9745,2.48024,2.33420,2.68783,2.02825,8.70959,48.8261,107.184,102.705,15.1465,2.26048,1.59761,0.838590,0.585038,1.05294,7.49352,35.6409,32.2861,7.29954,0.989287,1.42798,0.742314,1.97857,1.53011,0.968097,3.42332,5.89074,1.38595,2.24246,1.48843,0.0882964,0.315492,1.47067,2.08453,1.87465,3.27550,1.49228,1.69495,0.647621
"ch2/bcd/SPITZER_I2_46467584_0000_0000_1_bcd.fits",4,15.1403,15.1307,0.0481143,0.000219388,0.0497834,0.000230904,0.0510914,0.000242682,0.0517693,0.000254427,0.0520161,0.000266535,56254.51319821690,0.00190727,0.00141858,4.42925,2.01543,1.97617,8493.56,-0.0740466,-0.313647,1.20889,2.81624,1.83051,3.73747,2.14827,1.34930,0.791584,0.207321,2.50253,1.87145,1.37056,2.10415,1.05288,0.969192,3.73986,2.00145,1.20746,1.78748,1.89841,1.94112,11.9927,8.94160,3.31465,3.01391,2.22333,3.30731,0.378700,4.39635,28.4193,66.3086,65.3778,13.3183,1.81979,3.57615,3.13684,2.87238,21.1007,87.2946,698.499,130.178,16.8084,2.23505,2.24833,3.11932,2.02648,8.07755,48.5810,107.911,99.7185,14.5083,1.30795,2.29486,1.15978,1.22434,1.05113,8.04930,36.9883,29.6805,6.82733,1.06489,1.50518,1.20786,2.60010,2.08017,0.974191,2.80528,5.41758,1.70647,2.24963,1.41648,0.476950,0.615269,1.38471,2.07625,1.95214,3.10843,2.98706,1.68920,0.482568
"ch2/bcd/SPITZER_I2_46467584_0000_0000_1_bcd.fits",5,15.1481,15.1515,0.0478398,0.000217220,0.0495159,0.000228370,0.0508033,0.000239700,0.0515048,0.000251017,0.0517986,0.000262686,56254.51322099612,0.00169615,0.00137295,4.47466,2.03116,1.96581,8386.56,-0.0864572,0.0730888,1.27711,3.28633,0.945603,3.24880,1.65989,1.73320,0.858242,1.34628,1.59612,1.97033,1.30824,2.19917,1.92230,1.75503,4.30589,1.93890,1.88365,1.20505,1.64043,1.91570,11.8880,9.39630,2.89899,3.06539,1.88588,3.94610,0.791402,3.94550,27.6400,62.6258,64.9208,11.3436,2.47850,3.44177,2.02928,2.54170,19.9024,87.5236,689.317,132.199,16.5470,2.54183,2.47628,2.81980,1.64679,8.17217,46.6606,109.785,101.913,14.6033,1.87743,1.22305,1.09149,0.882854,1.25979,6.99183,36.0925,33.1294,7.43227,1.59648,0.937865,1.91595,1.93132,1.24836,1.69897,2.83078,5.67872,2.28128,2.03718,1.12062,0.307828,1.14027,1.45181,2.21923,1.55393,2.06551,2.05850,1.07479,0.550384
"ch2/bcd/SPITZER_I2_46467584_0000_0000_1_bcd.fits",6,15.1492,15.1281,0.0481335,0.000211904,0.0498487,0.000221721,0.0511793,0.000231582,0.0518896,0.000241221,0.0521879,0.000251060,56254.51324377535,0.00165488,0.00120897,4.46198,2.02708,1.98998,8468.56,-0.411830,0.463995,1.10898,2.95738,1.41411,3.95611,2.20810,1.17214,0.379094,0.640757,2.61030,2.56714,1.16834,2.84829,1.00634,2.15561,3.77136,1.71972,0.965632,1.93851,1.73511,1.45686,11.1283,9.57428,2.60414,2.29983,1.74676,3.68959,1.70135,4.39227,27.9342,61.3918,64.4940,11.0783,2.21343,3.73167,2.33484,3.17124,21.7140,87.1109,696.336,131.297,17.6991,1.49908,2.06838,3.26926,2.45480,9.13309,47.4826,112.472,100.395,14.8578,1.33944,1.78285,1.23129,0.818874,1.74815,7.80281,38.2489,31.3307,7.92462,1.37816,0.878178,0.363649,2.21243,0.912419,1.36142,2.41687,6.05212,1.46905,2.09000,1.17389,0.141604,0.289812,1.67645,1.59402,1.38074,1.90057,1.88228,2.07105,0.702663
"ch2/bcd/SPITZER_I2_46467584_0000_0000_1_bcd.fits",7,15.1508,15.1390,0.0478751,0.000213537,0.0495811,0.000223852,0.0508901,0.000234242,0.0515879,0.000244483,0.0518739,0.000254979,56254.51326655457,0.00164949,0.00126931,4.39266,2.02091,1.96382,8494.56,-0.0195089,0.617397,0.782549,2.87188,1.17077,3.55340,1.88513,1.24559,0.452310,0.482785,2.07573,2.15583,1.48301,2.77238,1.31990,1.61946,3.69584,1.64471,1.20028,1.30296,1.58092,1.53728,11.9060,8.85333,3.22968,2.37894,1.51348,3.61382,0.688595,3.60696,26.8927,61.2308,65.7742,12.1177,1.73725,2.93563,3.03406,2.44982,21.3919,83.8544,698.481,124.381,18.2734,3.08615,2.22287,3.15409,2.29987,8.26980,50.4716,109.240,100.963,13.6684,1.74010,2.17405,1.07177,0.902367,1.67003,8.27991,37.7733,31.6478,6.58172,1.21974,1.42241,0.670669,1.75293,1.06982,1.05169,2.34036,5.81345,2.33491,2.32519,1.01728,0.372942,0.744737,1.59358,1.97852,1.61073,2.61540,2.12591,1.82365,0.537229
"ch2/bcd/SPITZER_I2_46467584_0000_0000_1_bcd.fits",8,15.1498,15.1249,0.0478815,0.000216672,0.0495676,0.000227690,0.0508597,0.000238865,0.0515111,0.000249933,0.0517500,0.000261338,56254.51328933379,0.00183818,0.00135629,4.41084,2.02345,1.95959,8464.56,-0.0999206,1.57200,1.82472,2.70980,1.56642,3.94966,1.80467,1.32385,1.23753,0.165525,1.92463,2.49013,1.09620,2.69596,1.01276,1.39102,4.48480,2.27340,2.18560,1.75111,2.01799,1.42906,12.1900,8.58430,3.35697,2.89918,1.56329,3.33115,1.18247,3.79074,26.9198,65.0455,63.2434,11.5058,1.68452,2.40506,2.17191,2.20916,21.2331,87.5106,696.066,120.893,16.7815,1.97026,2.30195,3.15679,2.38209,8.50881,50.7973,111.669,100.563,12.7173,1.89927,2.33152,1.44130,0.949429,0.935883,8.09239,39.8861,32.7242,6.39539,1.10918,1.23918,0.620178,2.00927,1.25083,1.46808,2.28438,4.24908,1.88991,2.35173,1.28291,0.293712,0.744393,1.67086,2.90106,1.69163,2.14322,2.71030,1.82400,0.376440
"ch2/bcd/SPITZER_I2_46467584_0000_0000_1_bcd.fits",9,15.1646,15.1387,0.0478104,0.000217117,0.0495339,0.000228325,0.0508374,0.000239655,0.0515422,0.000250948,0.0518389,0.000262588,56254.51331211302,0.00179720,0.00137198,4.47746,2.05265,1.99434,8426.56,0.470712,0.472110,1.19803,2.72503,1.50213,3.88517,1.97827,0.785019,0.859117,1.04181,2.45684,1.90460,1.55850,3.16547,1.08482,1.69381,3.92889,2.03319,2.11557,1.76006,1.87224,1.20024,11.4207,8.43200,2.97563,2.36032,1.80647,3.69946,1.16512,4.71692,26.0193,59.5502,64.8239,12.1263,3.17889,2.94718,2.26474,2.46304,20.6940,83.8699,692.745,125.942,17.1278,2.22434,2.07679,3.11193,2.13799,8.81835,49.5007,117.251,99.7501,15.6537,1.73621,1.78261,1.20930,1.03840,1.02247,8.73604,37.4385,33.2082,7.27393,1.27975,1.40259,0.755515,2.14528,2.16438,1.68525,3.20763,5.66370,2.10756,3.11324,1.10539,0.229400,0.375070,1.60770,2.30107,2.34284,1.75672,2.22518,1.91906,0.790833
"ch2/bcd/SPITZER_I2_46467584_0000_0000_1_bcd.fits",10,15.1645,15.1303,0.0479838,0.000216189,0.0497253,0.000227134,0.0510430,0.000238168,0.0517459,0.000249113,0.0520412,0.000260381,56254.51333489225,0.00175409,0.00133848,4.42576,2.03719,1.97044,8498.56,0.100681,0.260148,0.984311,3.79666,1.68742,3.35653,2.08486,1.28638,1.04303,0.620401,2.13027,2.38023,1.84998,2.27428,1.29754,1.51997,4.06619,1.62190,1.49179,1.44187,1.48381,1.51812,10.8774,8.43151,3.20945,2.43750,2.04604,3.23032,0.924842,4.00263,26.4138,60.5903,63.1396,11.0819,2.13760,3.33666,2.05646,2.17143,22.3817,87.7141,698.944,123.453,18.4817,2.25112,2.02338,3.20981,2.83164,8.87711,49.5616,114.071,98.5193,14.5995,1.39809,2.38418,0.930485,0.484520,1.25902,7.94229,39.4985,33.7612,7.82524,1.27918,0.935712,1.20799,2.06232,1.22671,1.67842,3.12248,6.53573,2.25938,1.78165,0.700788,0.493802,0.861169,1.55460,2.01457,1.25494,2.57745,2.25208,0.902408,0.578365
