bcdname,framenum,xcen,ycen,flux_2,fluxerr_2,flux_2p25,fluxerr_2p25,flux_2p5,fluxerr_2p5,flux_2p75,fluxerr_2p75,flux_3,fluxerr_3,BMJD,bkgd,bkgderr,np,xfwhm,yfwhm,peakpixDN,pixval0-0,pixval0-1,pixval0-2,pixval0-3,pixval0-4,pixval0-5,pixval0-6,pixval0-7,pixval0-8,pixval1-0,pixval1-1,pixval1-2,pixval1-3,pixval1-4,pixval1-5,pixval1-6,pixval1-7,pixval1-8,pixval2-0,pixval2-1,pixval2-2,pixval2-3,pixval2-4,pixval2-5,pixval2-6,pixval2-7,pixval2-8,pixval3-0,pixval3-1,pixval3-2,pixval3-3,pixval3-4,pixval3-5,pixval3-6,pixval3-7,pixval3-8,pixval4-0,pixval4-1,pixval4-2,pixval4-3,pixval4-4,pixval4-5,pixval4-6,pixval4-7,pixval4-8,pixval5-0,pixval5-1,pixval5-2,pixval5-3,pixval5-4,pixval5-5,pixval5-6,pixval5-7,pixval5-8,pixval6-0,pixval6-1,pixval6-2,pixval6-3,pixval6-4,pixval6-5,pixval6-6,pixval6-7,pixval6-8,pixval7-0,pixval7-1,pixval7-2,pixval7-3,pixval7-4,pixval7-5,pixval7-6,pixval7-7,pixval7-8,pixval8-0,pixval8-1,pixval8-2,pixval8-3,pixval8-4,pixval8-5,pixval8-6,pixval8-7,pixval8-8
"ch2/bcd/SPITZER_I2_46469376_0000_0000_1_bcd.fits",0,15.1209,15.0965,0.0475344,0.000218598,0.0491339,0.000230084,0.0504697,0.000241984,0.0511799,0.000253849,0.0514627,0.000266077,56264.08687620000,0.00147665,0.00142327,4.21923,2.00339,1.95737,8674.56,-0.0638071,0.493608,1.29939,2.66684,0.888262,3.27145,2.39647,1.51766,1.43041,-0.184030,1.74406,1.05313,0.912493,2.51012,1.29521,0.670574,3.67158,1.38529,1.18270,1.60364,1.79669,1.51975,12.6678,9.39959,2.74425,2.12866,1.65378,3.39061,-0.00494775,6.21368,27.9492,77.4559,62.4380,10.6108,2.06436,3.10793,2.28604,2.72336,25.5457,88.2125,712.457,105.208,14.8327,1.84763,1.85796,2.81417,1.79952,8.87679,47.7114,99.6884,96.1172,11.1014,1.39770,1.29557,0.813219,0.882121,1.02454,7.39192,34.3551,26.0292,6.80252,1.68299,1.48209,0.678472,2.06835,1.30816,1.13664,2.56593,5.74616,1.40058,2.17761,1.02503,0.408730,0.625374,1.54577,1.85390,1.23581,2.98766,1.58357,1.29869,0.173320
"ch2/bcd/SPITZER_I2_46469376_0000_0000_1_bcd.fits",1,15.1168,15.1067,0.0480091,0.000222295,0.0496607,0.000234496,0.0510369,0.000247147,0.0517578,0.000259789,0.0520361,0.000272839,56264.08689897923,0.00167364,0.00149832,4.31658,2.03813,1.97638,8657.56,0.133990,-0.0252287,1.57981,3.02724,0.451666,3.54842,3.07042,1.71497,1.23333,1.12922,2.00233,1.91165,1.33068,2.93457,1.47844,1.23793,4.40732,1.17912,1.49312,1.99966,2.25931,1.51748,13.9850,10.3583,2.81960,1.96806,1.96283,3.78912,0.632164,5.67462,29.6417,77.2175,62.3621,11.5008,1.99782,3.51604,2.40262,2.28480,24.5530,88.8926,712.146,112.697,15.8663,1.88658,1.57702,3.00023,2.54143,8.51020,47.8145,98.9773,100.568,12.1624,1.42535,1.63486,1.21184,1.03658,0.866492,7.94277,33.7915,29.0218,6.32651,1.83881,1.16849,0.691080,2.23446,1.55403,1.22598,3.12401,5.28050,1.64858,2.73607,1.03776,0.210226,1.50613,1.03956,1.89115,1.19577,2.78070,1.87300,0.856356,0.292891
"ch2/bcd/SPITZER_I2_46469376_0000_0000_1_bcd.fits",2,15.1064,15.0974,0.0480350,0.000217273,0.0496441,0.000228234,0.0510102,0.000239595,0.0517205,0.000250824,0.0520041,0.000262369,56264.08692175845,0.00177684,0.00136621,4.29069,2.00129,1.97606,8669.56,0.272558,-0.285307,1.31789,3.00570,1.34331,3.36891,2.17701,1.53578,1.13405,0.393612,2.14348,1.73124,1.16196,2.05034,1.54257,1.22463,3.52885,1.16545,1.57647,1.28977,1.87813,1.52472,13.4467,10.5262,3.13824,2.91540,1.50080,3.35288,1.67315,6.48963,30.0709,79.8254,65.0267,11.7682,2.34376,2.90552,2.53886,3.37934,24.9266,92.0378,713.394,108.782,15.0989,2.18435,1.23592,3.14417,2.52813,7.86611,46.9113,96.2138,101.197,10.8762,1.57093,1.69904,1.21799,0.888355,2.04957,7.79171,34.5123,27.0558,6.25295,0.887104,1.79660,1.02308,1.95414,0.959617,1.25271,3.07100,3.95079,2.06931,2.21756,0.986841,-0.127291,0.259719,1.56381,1.63565,1.49036,3.15987,1.35185,1.47696,0.432005
"ch2/bcd/SPITZER_I2_46469376_0000_0000_1_bcd.fits",3,15.1096,15.0957,0.0482553,0.000216974,0.0498436,0.000227729,0.0511826,0.000238865,0.0518776,0.000249874,0.0521479,0.000261188,56264.08694453767,0.00183351,0.00134817,4.30403,2.02724,1.96626,8683.56,0.373786,0.852907,1.01980,2.78780,1.48450,3.70910,1.88188,1.99324,0.763362,1.10262,2.51509,2.05057,0.993766,2.59212,1.06554,1.52105,3.35962,1.23205,1.11837,2.01198,1.57469,1.53124,14.2312,11.0951,3.76909,2.45099,1.27339,4.49365,0.719781,5.99953,30.8553,82.3099,64.5286,10.2335,1.53069,2.96784,2.40425,2.36620,25.8197,91.3289,714.619,109.450,15.2879,1.80820,1.73916,2.38341,2.91233,7.46053,47.1426,99.1908,101.345,10.8645,1.63885,1.29908,1.22632,1.13123,1.19326,6.92510,33.4874,26.8245,6.81236,1.37296,1.02891,0.700129,2.62842,2.10718,1.62482,2.42753,5.84645,1.50245,2.90212,0.889850,0.291276,1.20140,1.35120,2.04469,1.82823,2.31137,1.79230,2.06210,0.933490
"ch2/bcd/SPITZER_I2_46469376_0000_0000_1_bcd.fits",4,15.1149,15.1070,0.0481612,0.000217191,0.0497728,0.000228078,0.0511168,0.000239322,0.0518202,0.000250452,0.0520837,0.000261875,56264.08696731690,0.00172595,0.00135833,4.30302,2.00117,1.96198,8648.56,0.117314,-0.201791,1.56279,2.36777,0.831436,3.13458,2.26048,1.85617,1.05953,0.403714,2.30689,1.57690,1.09433,2.69423,0.390285,1.23537,4.16857,1.25459,1.48260,1.74984,1.24098,1.74423,14.2842,9.46412,3.19912,2.11406,1.79616,3.35496,0.816852,5.54705,29.6715,79.9871,62.9488,11.6109,2.02767,2.82793,2.54292,2.82527,23.3478,89.2784,711.753,113.080,16.0966,2.66602,1.23937,2.72163,2.38006,8.11331,48.1330,99.6160,102.095,11.4437,1.34358,2.17571,1.28079,1.58357,1.17000,7.93234,32.9077,28.3802,6.55173,1.03070,1.46941,1.17869,1.72591,1.58351,1.09915,2.68299,5.23026,1.44203,2.06383,1.14809,0.509845,1.25971,1.80351,2.33809,1.65439,3.15935,1.85557,1.32015,0.277273
"ch2/bcd/SPITZER_I2_46469376_0000_0000_1_bcd.fits",5,15.1106,15.1046,0.0479381,0.000213559,0.0495448,0.000223685,0.0508990,0.000234118,0.0516149,0.000244350,0.0518918,0.000254792,56264.08699009613,0.00172390,0.00126737,4.25174,2.00479,1.97199,8698.56,0.389724,0.550426,1.11613,2.16143,0.984728,3.09023,2.21489,1.57467,0.936362,0.735776,1.93323,1.50558,1.26086,2.07159,1.25361,1.32273,3.86480,1.18698,1.52107,1.23330,1.97833,1.30898,14.1679,10.1473,3.23932,2.78005,1.52366,2.88597,1.20080,6.17048,30.2272,78.0438,62.7029,11.7639,2.49895,3.06092,2.41995,2.30251,25.2807,89.5550,716.003,107.925,16.3811,1.90407,1.91516,3.83607,1.35966,8.28141,47.9819,98.9805,99.2788,11.6132,1.83059,1.87485,1.00073,1.62527,1.28836,7.33741,31.9175,26.2877,6.82854,1.30761,1.35545,1.09650,2.10390,1.18905,1.56067,2.99098,4.98537,1.82927,2.44763,0.664969,0.544529,1.06369,1.44570,2.06225,1.28849,2.72426,2.39132,1.67715,0.789438
"ch2/bcd/SPITZER_I2_46469376_0000_0000_1_bcd.fits",6,15.1028,15.0954,0.0479796,0.000215530,0.0495380,0.000226026,0.0508688,0.000236917,0.0515682,0.000247673,0.0518504,0.000258718,56264.08701287535,0.00175041,0.00132096,4.29772,2.02180,1.98264,8648.56,0.476739,0.159527,1.12405,2.24966,1.82544,3.89128,1.82601,1.50376,0.983255,0.611449,2.35154,2.04054,0.983444,2.97773,1.67583,1.74224,3.97837,1.57403,1.83438,1.71175,2.21217,2.73746,13.9364,8.94473,2.77219,2.86071,2.53926,2.91986,1.62534,5.96888,31.3850,81.3071,62.0192,11.3200,2.61410,2.85670,1.80120,2.70819,23.9435,90.4593,711.874,108.336,14.5666,1.75284,2.08334,3.24039,2.50566,8.63171,48.0995,100.148,101.254,11.4898,1.38956,2.06453,1.24155,1.22952,0.739315,7.33891,30.3364,26.8423,6.82997,1.54972,1.19663,0.901102,2.21439,1.53392,1.75006,2.63196,4.54263,1.70657,2.48183,0.779908,0.632074,1.07049,1.61074,2.14585,1.61720,2.41529,1.98456,1.60466,0.397701
"ch2/bcd/SPITZER_I2_46469376_0000_0000_1_bcd.fits",7,15.1202,15.0975,0.0479901,0.000221935,0.0495788,0.000233965,0.0508888,0.000246445,0.0515516,0.000258927,0.0517940,0.000271846,56264.08703565457,0.00183946,0.00148999,4.20868,2.00629,1.96949,8756.56,0.228316,0.786535,1.75534,3.28283,1.49780,3.40475,2.84711,1.65048,0.383403,0.963320,1.92078,1.24314,1.71544,2.05850,0.930672,1.84929,3.61591,1.01743,1.38579,1.33289,1.37836,1.01318,13.7217,8.88327,2.86838,3.11302,1.23124,2.88179,1.04089,5.37939,29.0993,77.0724,62.6987,11.1209,2.17657,3.29586,2.10427,2.77748,26.1484,89.4724,720.985,106.461,14.7217,2.53861,1.67187,3.54692,2.77430,8.34730,48.8570,98.8051,98.7042,12.2359,1.26288,1.55185,0.981253,0.773533,0.837891,7.75423,34.7134,25.9134,5.03269,1.32626,1.60650,1.32161,2.09982,1.88415,1.24561,3.22193,5.37999,2.21927,2.75528,0.580645,0.304615,0.907243,1.83170,1.98203,2.07222,2.72342,2.30668,1.35257,-0.0116326
"ch2/bcd/SPITZER_I2_46469376_0000_0000_1_bcd.fits",8,15.1144,15.0915,0.0479228,0.000217883,0.0494976,0.000228985,0.0508232,0.000240500,0.0515004,0.000251917,0.0517590,0.000263684,56264.08705843380,0.00189021,0.00138756,4.25043,2.03632,1.97996,8714.56,0.620814,0.463658,1.02887,3.03758,1.65229,3.55934,2.44600,1.25122,1.16532,0.770661,2.58070,2.28729,1.29382,2.58040,1.36435,2.04898,4.29137,1.29887,1.89949,1.85704,1.34610,1.69433,14.5446,9.41323,3.46097,2.29843,1.66729,3.64330,2.04473,5.84133,27.8858,77.3018,62.8485,9.03441,2.08664,3.20586,1.78679,2.45457,25.2740,88.6568,717.529,107.107,14.9657,2.13609,2.22840,2.80516,2.10683,9.10302,47.9368,100.067,101.735,10.6936,1.07107,1.75277,1.30768,1.21356,1.82680,8.11920,34.5995,26.3546,6.10693,1.77570,1.11020,0.470824,2.70394,1.32988,0.768356,3.21118,4.89047,1.89640,2.19954,1.04721,0.221442,0.826786,1.36104,2.13324,1.59664,2.87648,2.21891,1.34845,0.0633321
"ch2/bcd/SPITZER_I2_46469376_0000_0000_1_bcd.fits",9,15.1168,15.0991,0.0482676,0.000212429,0.0499194,0.000222201,0.0513011,0.000232208,0.0520151,0.000241924,0.0522829,0.000251795,56264.08708121302,0.00171560,0.00121829,4.22359,2.00079,1.94978,8766.56,0.229767,-0.328051,1.03462,3.16412,1.30087,3.48580,2.45203,1.33587,0.974417,1.27678,2.29841,1.73275,0.928880,2.44728,1.69905,1.84240,3.92337,1.40166,1.40475,1.59126,1.78455,1.19042,13.4303,9.78666,3.04430,1.72360,1.64272,4.02557,0.402649,5.68008,28.6844,79.3175,63.6428,10.9470,1.92355,4.15850,2.41909,2.85916,26.1511,90.1247,722.004,106.465,15.7168,1.74379,1.83378,3.54000,2.13237,9.44311,46.5099,99.5254,101.278,11.3544,2.60321,1.38951,0.961014,0.552426,1.40721,8.56752,34.4937,28.9336,6.31545,1.11207,1.78059,1.30699,2.01053,1.79191,1.23199,2.34749,4.64697,1.57539,2.11759,1.12207,0.0681628,1.13848,1.59904,2.44663,1.59784,2.32880,2.22398,1.51552,0.309315
