bcdname,framenum,xcen,ycen,flux_2,fluxerr_2,flux_2p25,fluxerr_2p25,flux_2p5,fluxerr_2p5,flux_2p75,fluxerr_2p75,flux_3,fluxerr_3,BMJD,bkgd,bkgderr,np,xfwhm,yfwhm,peakpixDN,pixval0-0,pixval0-1,pixval0-2,pixval0-3,pixval0-4,pixval0-5,pixval0-6,pixval0-7,pixval0-8,pixval1-0,pixval1-1,pixval1-2,pixval1-3,pixval1-4,pixval1-5,pixval1-6,pixval1-7,pixval1-8,pixval2-0,pixval2-1,pixval2-2,pixval2-3,pixval2-4,pixval2-5,pixval2-6,pixval2-7,pixval2-8,pixval3-0,pixval3-1,pixval3-2,pixval3-3,pixval3-4,pixval3-5,pixval3-6,pixval3-7,pixval3-8,pixval4-0,pixval4-1,pixval4-2,pixval4-3,pixval4-4,pixval4-5,pixval4-6,pixval4-7,pixval4-8,pixval5-0,pixval5-1,pixval5-2,pixval5-3,pixval5-4,pixval5-5,pixval5-6,pixval5-7,pixval5-8,pixval6-0,pixval6-1,pixval6-2,pixval6-3,pixval6-4,pixval6-5,pixval6-6,pixval6-7,pixval6-8,pixval7-0,pixval7-1,pixval7-2,pixval7-3,pixval7-4,pixval7-5,pixval7-6,pixval7-7,pixval7-8,pixval8-0,pixval8-1,pixval8-2,pixval8-3,pixval8-4,pixval8-5,pixval8-6,pixval8-7,pixval8-8
"ch2/bcd/SPITZER_I2_46466816_0000_0000_1_bcd.fits",0,15.0898,15.1460,0.0473312,0.000217174,0.0489651,0.000228490,0.0503290,0.000240186,0.0510518,0.000251799,0.0513269,0.000263728,56270.47523150000,0.00138896,0.00139359,4.65102,2.04803,1.99301,8176.56,0.204406,0.443965,1.81168,2.61691,1.47453,4.25523,1.95084,2.33953,0.202502,0.458803,1.51476,2.37966,1.22559,2.59051,1.14129,1.21113,3.90860,1.69950,1.58862,1.14285,1.42420,2.32832,14.6254,12.3852,3.07171,2.30001,1.66851,2.65033,0.650638,4.74981,31.1903,87.3389,62.3117,12.8794,2.41506,2.97735,2.15919,1.87796,19.4045,84.1814,669.499,131.461,18.0131,2.59478,1.80812,1.94911,1.80127,7.14459,44.7273,96.3760,104.110,14.6021,1.08117,2.07292,0.666478,1.37594,1.27756,6.37482,30.6458,26.3608,7.05509,0.740045,0.721396,0.252143,1.63867,1.49644,0.852830,2.11956,4.02533,1.50888,1.35101,0.580625,0.201588,1.03872,1.50414,2.19677,1.23078,2.83150,2.27908,1.56956,-0.0355361
"ch2/bcd/SPITZER_I2_46466816_0000_0000_1_bcd.fits",1,15.0897,15.1503,0.0477820,0.000223494,0.0494054,0.000236041,0.0507507,0.000249076,0.0514637,0.000262177,0.0517364,0.000275730,56270.47525427923,0.00176775,0.00153624,4.62306,2.04411,2.00714,8263.56,-0.0360841,0.122929,1.00698,3.09665,1.39247,3.22007,1.39273,1.94108,0.279125,0.452527,1.89215,2.78699,1.29758,2.26677,1.83271,1.66670,3.42974,1.14494,1.21594,2.27250,1.59623,1.15634,13.8638,12.7215,3.40069,2.78647,2.31018,3.64424,0.797323,5.05463,30.6146,88.5287,64.7704,14.1466,2.16698,3.04752,2.31354,2.19398,20.8229,86.3627,678.284,134.857,18.2575,2.59255,2.60738,2.96680,2.42814,6.97938,45.5217,95.0638,102.473,14.6727,1.70950,1.98850,1.08725,1.15087,0.432317,5.59820,30.0234,27.1629,7.78196,1.31379,0.970199,1.15876,2.09052,1.33192,1.54685,2.65473,4.73018,1.89178,2.74584,0.968810,0.436713,0.116636,0.799372,2.26912,1.14013,2.74602,2.69244,1.64765,0.600350
"ch2/bcd/SPITZER_I2_46466816_0000_0000_1_bcd.fits",2,15.0938,15.1467,0.0480263,0.000213899,0.0496868,0.000224161,0.0510529,0.000234666,0.0517616,0.000244954,0.0520280,0.000255460,56270.47527705845,0.00166218,0.00127194,4.63196,2.04609,1.98801,8278.56,0.533480,0.853642,1.18109,2.94951,1.64453,3.94823,2.12042,2.03411,0.292509,1.13320,2.04511,2.95181,1.45154,2.18641,1.90876,1.35737,4.05737,0.674341,1.74855,1.62452,1.73751,0.904572,13.7720,12.3861,3.62086,2.85114,1.74918,4.18610,0.721497,4.58389,32.5417,86.9934,63.2517,14.0681,2.24800,3.44767,2.56169,1.88893,19.7290,88.6476,679.660,134.218,18.6023,1.88848,1.73995,3.04352,1.95056,7.13613,43.9861,99.8291,101.984,15.8633,1.46906,1.83216,1.15458,1.53678,1.28058,7.09160,31.9896,27.3064,6.66332,1.06033,0.957913,0.854613,1.86167,1.33374,0.610116,2.89164,5.05202,1.73589,1.96790,0.890523,0.213052,0.436717,1.59287,2.28017,1.07300,2.60186,2.03986,1.26050,0.0557452
"ch2/bcd/SPITZER_I2_46466816_0000_0000_1_bcd.fits",3,15.1067,15.1463,0.0477083,0.000219692,0.0493647,0.000231439,0.0507127,0.000243543,0.0514189,0.000255609,0.0516760,0.000268028,56270.47529983767,0.00167610,0.00144430,4.61865,2.04970,1.98219,8236.56,0.109900,-0.368095,1.71581,3.08279,1.53813,3.20683,2.09374,1.77007,0.501910,0.133892,2.31680,1.83603,1.57196,2.38770,0.322540,1.55326,4.33586,1.42098,1.10333,0.966212,1.40747,1.67787,13.5963,12.5262,3.67882,2.20415,2.19739,2.72342,0.256817,5.29639,31.7435,85.2198,61.6583,13.8325,2.49100,3.53094,1.83081,2.49926,19.3859,88.1315,676.199,130.124,17.4972,1.86216,2.03314,2.88930,1.67560,6.46928,45.5617,100.921,102.752,14.8728,1.27373,1.87424,1.21348,1.04337,1.02626,6.59492,32.1270,29.1026,6.56409,1.60074,1.40182,0.630817,2.24965,1.80275,1.00485,2.50762,4.97803,1.97616,2.59581,1.45110,0.0285029,0.486838,1.41086,2.02308,1.28754,2.81738,2.59633,1.87555,0.667233
"ch2/bcd/SPITZER_I2_46466816_0000_0000_1_bcd.fits",4,15.0921,15.1444,0.0477798,0.000222440,0.0494342,0.000234795,0.0508098,0.000247610,0.0515225,0.000260422,0.0517841,0.000273650,56270.47532261690,0.00178318,0.00151012,4.52300,2.01883,1.97909,8350.56,-0.383791,0.371622,1.25696,2.70407,1.56058,3.62627,2.27528,2.50356,1.07435,0.637235,1.91582,1.73524,0.775129,2.76614,1.39175,1.53638,3.68974,1.95154,1.56355,1.99197,2.17535,1.19365,14.9876,12.3586,3.67139,2.11819,2.26804,3.57487,1.50768,5.22014,31.6658,85.3033,62.6180,13.9944,1.61824,3.21456,3.02740,1.96463,20.8314,87.5053,686.056,130.556,18.5149,2.52161,1.81546,3.50373,1.97715,6.37317,44.2535,95.1646,101.766,15.1733,1.41661,1.77956,1.56547,0.156072,1.01602,6.27001,31.0122,28.1469,7.74121,1.67269,0.851085,0.555761,2.40551,1.57236,1.24153,1.80831,4.58071,1.50648,1.89627,0.499748,0.207608,0.509165,1.12016,2.20011,1.29969,2.20563,2.28531,1.01444,1.16927
"ch2/bcd/SPITZER_I2_46466816_0000_0000_1_bcd.fits",5,15.0919,15.1394,0.0481059,0.000216393,0.0497480,0.000227171,0.0511222,0.000238288,0.0518371,0.000249246,0.0521055,0.000260471,56270.47534539612,0.00166048,0.00133851,4.48988,2.01875,1.97966,8432.56,0.305301,0.0668285,1.75305,3.20053,1.57479,3.95821,2.44791,2.04378,0.538239,0.975222,2.12379,2.45721,1.76595,2.74304,0.593138,1.43680,3.90253,1.22446,1.66334,1.93357,1.11066,1.92803,15.3190,11.4163,3.30207,2.45296,2.36681,3.48582,1.65143,5.44433,29.8071,83.6755,62.9264,13.5826,2.24209,3.28202,2.25849,2.53608,20.1335,85.1633,693.094,137.398,18.3641,2.13795,2.15056,3.24303,2.27072,6.19281,47.4566,94.7375,99.8854,14.0366,1.39250,1.67943,0.824040,1.05172,0.805925,7.32246,30.6359,28.3255,7.36762,1.05465,1.18188,0.696825,1.85612,1.63771,0.997493,2.73359,4.40906,1.57350,1.33819,1.20312,-0.0142683,0.981715,1.67991,2.06164,2.17748,3.55807,1.13361,1.27023,0.464790
"ch2/bcd/SPITZER_I2_46466816_0000_0000_1_bcd.fits",6,15.0960,15.1479,0.0476547,0.000221021,0.0492647,0.000233027,0.0505958,0.000245470,0.0513065,0.000257938,0.0515896,0.000270818,56270.47536817535,0.00174325,0.00148060,4.46909,2.01833,1.97681,8384.56,0.259902,0.778601,1.74709,3.35497,1.56946,3.15816,2.12483,2.51268,0.611222,0.280489,1.65144,1.78147,1.13050,3.12710,1.20184,1.81053,4.20557,1.68224,1.84799,1.80453,1.52744,1.00681,13.7173,11.6064,4.11221,2.09015,1.30498,3.70532,0.780878,4.95938,31.0789,80.7570,63.1532,13.8904,2.62822,3.58849,2.64421,2.21180,19.8911,86.0497,689.056,131.616,17.6951,2.53027,1.90377,3.27072,2.33813,6.73244,44.8641,95.2114,101.246,14.1839,0.984151,2.05574,1.01395,0.846329,1.61707,6.47989,30.6657,27.6446,7.86984,1.08601,1.29200,0.990240,1.53702,1.54879,1.21806,2.02295,4.95456,1.16718,2.26174,1.34944,0.691486,1.12971,0.661976,1.97806,1.14697,2.84641,1.96179,1.74582,0.858510
"ch2/bcd/SPITZER_I2_46466816_0000_0000_1_bcd.fits",7,15.1013,15.1320,0.0482184,0.000208980,0.0498506,0.000217913,0.0512060,0.000226987,0.0519155,0.000235705,0.0521840,0.000244490,56270.47539095457,0.00144868,0.00111497,4.42805,2.00472,1.96749,8486.56,0.421717,0.303222,1.50958,3.11721,1.01655,3.95535,2.28704,1.48781,0.456951,0.330116,2.35108,2.37049,1.13889,2.26468,0.745221,1.35656,3.82066,0.752170,1.76915,1.80417,1.83716,1.56122,13.7939,10.4025,3.40901,2.16807,1.85037,3.46300,1.08218,5.18467,31.2279,80.6658,64.8206,12.2813,1.66187,2.85975,2.25572,2.29480,20.8430,87.3538,697.878,128.532,18.3612,2.53334,0.866074,3.20044,1.39319,6.89830,48.6636,95.5427,101.981,12.7610,0.993058,1.83149,1.01449,0.923414,1.06809,7.11387,30.9036,29.3033,7.55338,1.08565,1.29026,0.445297,1.98696,1.14930,1.12871,1.77826,4.46297,1.62996,2.09500,0.782344,0.299360,1.13251,1.52068,2.05669,0.982559,1.50755,1.96427,0.945882,0.144096
"ch2/bcd/SPITZER_I2_46466816_0000_0000_1_bcd.fits",8,15.0986,15.1284,0.0479861,0.000222154,0.0496112,0.000234292,0.0509733,0.000246901,0.0516853,0.000259507,0.0519522,0.000272515,56270.47541373379,0.00180512,0.00149569,4.46533,2.01502,1.99924,8456.56,-0.0224245,-0.0632770,1.46160,2.58753,1.60397,3.74925,2.08043,2.62641,0.488723,0.879604,2.18631,1.94504,0.776783,2.80765,1.19893,1.11441,4.20251,1.28813,1.50145,1.76850,1.64758,2.23892,14.8491,10.8483,3.37430,3.69859,2.12663,3.16886,1.87767,5.51473,30.5213,82.4557,62.4372,12.8553,1.99480,3.27351,1.89592,2.56550,21.7452,87.6314,695.180,126.860,16.8200,2.32637,1.69931,3.70151,2.65264,7.43818,47.7638,96.1774,103.341,14.2607,1.93333,1.97528,1.21922,1.04795,0.954651,6.76104,30.8678,28.2407,6.57048,0.805674,0.555747,0.612876,2.53908,1.47412,0.754071,2.10277,5.27793,1.56585,1.87601,0.876751,-0.142730,0.703748,1.08386,1.85580,2.28392,2.96550,2.49980,1.54043,0.734859
"ch2/bcd/SPITZER_I2_46466816_0000_0000_1_bcd.fits",9,15.1089,15.1361,0.0479611,0.000211796,0.0496275,0.000221588,0.0510016,0.000231573,0.0517248,0.000241287,0.0519985,0.000251147,56270.47543651302,0.00163754,0.00121489,4.43360,2.02458,1.97460,8482.56,0.228356,0.866038,0.872653,3.04200,1.10135,3.88088,1.81534,1.88782,0.697784,0.779849,2.05239,1.71681,1.22519,2.19401,1.68387,1.36481,3.82902,1.62078,1.66770,1.78023,1.42622,2.17253,13.6149,11.8225,3.54161,2.30132,2.06097,4.09064,1.09235,4.17141,28.9121,78.3352,63.5525,13.4897,1.59224,3.66764,2.57387,2.22003,21.7973,87.3584,697.461,128.784,18.0354,1.98113,2.39285,2.73582,2.11698,7.53703,46.0097,95.5500,102.151,13.9624,1.39794,1.91721,1.07068,0.899253,1.51533,7.56594,33.3347,27.5413,7.21376,1.06171,1.73188,0.989158,2.07380,1.70381,1.14140,2.41442,4.87340,2.11157,2.10520,0.950926,0.304397,0.754656,1.60296,1.75247,1.77955,1.74933,2.30332,1.67417,0.466802
