bcdname,framenum,xcen,ycen,flux_2,fluxerr_2,flux_2p25,fluxerr_2p25,flux_2p5,fluxerr_2p5,flux_2p75,fluxerr_2p75,flux_3,fluxerr_3,BMJD,bkgd,bkgderr,np,xfwhm,yfwhm,peakpixDN,pixval0-0,pixval0-1,pixval0-2,pixval0-3,pixval0-4,pixval0-5,pixval0-6,pixval0-7,pixval0-8,pixval1-0,pixval1-1,pixval1-2,pixval1-3,pixval1-4,pixval1-5,pixval1-6,pixval1-7,pixval1-8,pixval2-0,pixval2-1,pixval2-2,pixval2-3,pixval2-4,pixval2-5,pixval2-6,pixval2-7,pixval2-8,pixval3-0,pixval3-1,pixval3-2,pixval3-3,pixval3-4,pixval3-5,pixval3-6,pixval3-7,pixval3-8,pixval4-0,pixval4-1,pixval4-2,pixval4-3,pixval4-4,pixval4-5,pixval4-6,pixval4-7,pixval4-8,pixval5-0,pixval5-1,pixval5-2,pixval5-3,pixval5-4,pixval5-5,pixval5-6,pixval5-7,pixval5-8,pixval6-0,pixval6-1,pixval6-2,pixval6-3,pixval6-4,pixval6-5,pixval6-6,pixval6-7,pixval6-8,pixval7-0,pixval7-1,pixval7-2,pixval7-3,pixval7-4,pixval7-5,pixval7-6,pixval7-7,pixval7-8,pixval8-0,pixval8-1,pixval8-2,pixval8-3,pixval8-4,pixval8-5,pixval8-6,pixval8-7,pixval8-8
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",0,15.0391,15.0679,0.0475014,0.000213691,0.0489860,0.000223876,0.0503567,0.000234621,0.0510190,0.000245091,0.0512569,0.000255826,56248.14420020000,0.00145871,0.00129048,4.23618,1.99759,1.94795,8603.56,0.0882803,0.965976,1.05258,1.81707,0.763174,3.42420,2.31099,2.06545,0.0878073,0.0814359,2.84373,1.90705,0.624940,2.05979,1.70714,1.46518,3.93200,1.87927,1.35480,1.45942,0.493002,2.24792,17.3452,12.2234,3.07088,2.92472,1.66712,3.74458,1.99052,7.67651,32.8100,111.133,60.6485,10.8167,2.03116,3.22984,2.12327,2.79698,28.0733,90.1607,705.958,94.1883,12.0105,1.60169,2.17245,2.68105,1.90242,6.85282,44.1078,87.2762,96.9539,7.86716,0.628886,2.71672,0.907562,1.53292,0.966350,6.69150,26.3662,21.9396,5.31697,1.13593,1.18673,0.493765,1.34468,1.27397,1.02074,1.56295,3.96062,0.816085,2.22274,0.514277,0.0861810,0.312892,1.30270,2.00023,0.998406,2.35998,2.33058,0.891065,0.486383
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",1,15.0532,15.0749,0.0479755,0.000212551,0.0495445,0.000222373,0.0509780,0.000232669,0.0516794,0.000242594,0.0519187,0.000252679,56248.14422297922,0.00181324,0.00123502,4.26706,2.01390,1.95903,8685.56,-0.223722,0.731771,1.70049,2.50456,1.28440,3.11152,1.76083,1.59598,0.918655,0.547444,1.98343,1.47654,0.999614,2.36087,1.38176,2.06645,3.75897,2.25514,1.57690,1.60812,1.49092,2.00066,19.4312,13.8976,3.13865,2.60130,2.20339,3.60849,1.54104,8.32500,32.8265,107.330,59.9403,11.1542,1.49329,3.32896,2.05025,3.20057,27.9951,89.5019,714.352,96.0396,14.1679,2.16562,2.41794,3.45361,2.20468,6.99413,45.3758,89.0206,100.872,9.44001,1.16865,2.54619,0.896464,1.83974,1.03162,7.07711,27.3040,23.5832,5.38515,1.68427,1.48534,0.588523,2.13156,2.22399,1.35196,1.89783,3.90138,1.15007,2.31976,0.931342,0.566403,0.777222,1.15272,2.00584,1.31182,2.36345,1.91661,1.29744,0.651809
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",2,15.0500,15.0847,0.0482506,0.000217042,0.0497770,0.000227729,0.0511679,0.000238983,0.0518840,0.000250067,0.0521579,0.000261438,56248.14424575845,0.00174342,0.00134925,4.31505,2.01388,1.97838,8662.56,0.592541,0.594168,2.12329,2.92849,1.54465,3.05401,1.86188,1.38137,0.468799,0.689839,2.42724,1.62413,0.514037,2.54066,1.90693,1.89471,4.44847,1.68965,1.85614,2.21088,1.61362,2.04659,17.3776,12.7401,2.87198,2.56865,2.17132,3.63674,1.33556,8.11760,34.3787,107.198,62.6027,11.9023,2.07991,3.99944,2.22858,3.06317,25.6421,93.1817,712.560,99.9508,14.4392,2.10729,2.68044,3.51448,1.94784,8.39397,43.9855,88.6786,102.708,9.42101,1.94222,2.14075,0.540574,1.01030,1.70214,6.72652,26.3181,22.3661,5.98359,1.33222,1.45365,0.769553,2.31336,1.32111,1.22303,2.23848,4.40565,1.25647,2.81613,1.19850,0.192491,0.798771,1.56635,1.79161,1.17729,2.30162,2.44003,1.48033,0.513662
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",3,15.0654,15.0682,0.0480366,0.000215699,0.0495767,0.000226191,0.0509664,0.000237203,0.0516555,0.000247980,0.0519065,0.000259028,56248.14426853767,0.00179408,0.00132206,4.29362,2.00736,1.94296,8633.56,0.462581,0.623626,1.67124,2.23517,1.65259,3.00411,2.28778,1.17247,1.24439,0.306156,2.28925,1.80685,1.46597,2.43851,0.915181,1.60273,3.60025,1.78475,1.64613,1.36139,2.17998,2.30911,17.5572,12.2018,2.66177,2.04457,1.80438,3.64565,0.564476,7.26086,34.0663,102.837,62.5334,10.2350,2.16816,3.12842,2.72685,2.61437,28.2030,91.9923,710.175,96.1720,13.4755,2.61489,1.90861,3.21615,2.28238,8.48926,46.5019,93.7822,99.5785,9.59667,1.40495,2.07922,1.44990,1.59307,1.09958,7.22680,29.2718,21.8379,5.06101,1.12004,2.02099,-0.0614051,1.86310,2.02928,1.70060,2.48536,4.41549,1.42479,2.12388,1.44732,0.458501,0.290702,1.43647,1.74449,1.76305,3.20546,1.80449,1.58920,0.303884
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",4,15.0814,15.0819,0.0481060,0.000208247,0.0496917,0.000216986,0.0510975,0.000226016,0.0518214,0.000234616,0.0521055,0.000243270,56248.14429131689,0.00164647,0.00109683,4.26655,2.00623,1.97304,8698.56,0.328345,0.568803,1.81621,3.38410,1.12160,3.82217,2.15342,0.959466,0.600325,0.571753,2.46745,2.08149,1.41317,2.06797,0.551741,1.31917,3.70387,1.18324,1.86764,2.06361,1.54754,1.74151,15.9123,10.9851,3.82036,2.81499,1.63653,3.84106,0.839994,7.38091,32.4239,94.6294,62.9741,10.8357,2.60861,3.09093,3.14274,3.19632,26.6447,93.5613,715.941,96.6004,15.0745,2.16093,1.93346,2.61034,1.75183,7.80531,47.3337,92.5128,100.812,10.1788,1.74735,1.71613,1.27539,1.41961,1.32207,7.45218,30.5273,25.5342,6.31187,1.42288,0.846561,0.590076,2.13270,1.29424,1.35355,2.30136,4.93503,1.23006,2.39891,0.853596,0.403110,0.849789,0.994079,1.53457,1.38537,2.04227,2.66142,1.45416,1.36696
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",5,15.0789,15.0898,0.0478990,0.000220423,0.0494701,0.000232126,0.0508531,0.000244388,0.0515503,0.000256559,0.0518223,0.000269131,56248.14431409612,0.00180577,0.00145462,4.23414,2.00629,1.95009,8700.56,0.419266,0.739372,2.26934,2.47237,1.45081,3.27797,1.84764,0.971090,0.415351,0.282007,2.03696,2.52846,1.05361,1.94060,1.66870,1.65750,3.42028,1.76162,1.20238,1.38516,1.50605,0.985232,16.6478,11.7449,3.85605,2.06858,2.61021,4.14958,1.61975,6.75068,31.7814,93.0953,64.0127,11.7937,1.57344,3.40942,2.68451,3.36727,25.3106,89.0997,715.966,100.987,15.9154,1.77463,1.86465,3.58710,2.18112,7.59980,45.6721,90.3668,100.602,10.6080,1.46243,1.82474,0.914443,0.823896,2.22311,7.17341,31.4350,23.8348,5.55855,1.86081,1.26614,1.04716,2.05564,1.44984,1.74424,2.38045,4.93396,1.38608,2.00881,1.25045,0.415346,0.708083,1.94203,2.47753,1.55546,3.39430,2.67317,1.78722,0.260604
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",6,15.0918,15.0868,0.0480601,0.000217024,0.0496466,0.000227879,0.0510303,0.000239191,0.0517510,0.000250352,0.0520247,0.000261793,56248.14433687535,0.00180339,0.00135832,4.28279,2.04566,1.97006,8706.56,0.135889,1.25129,1.58168,1.78412,1.32626,3.23305,2.04044,1.87475,0.999438,0.542588,2.59335,2.79758,1.07309,2.35611,1.14471,1.36846,4.46178,2.64189,1.44623,1.63443,1.59352,1.54988,15.8817,11.4340,2.53974,2.62662,1.83837,3.93289,0.777502,6.68722,30.9949,93.4339,61.3117,11.7292,1.90763,3.18571,2.79615,2.92363,25.1862,89.8680,716.595,101.830,14.2938,2.04760,2.46023,2.81848,2.43748,9.11633,47.1427,95.0722,99.9760,10.2299,1.87620,2.23041,1.08424,1.15018,1.29034,7.97523,31.6042,25.3439,5.88583,1.39055,1.35654,1.06182,2.14730,1.62042,1.60396,3.25340,5.82896,2.10956,2.41369,1.26598,-0.0256081,0.817830,1.43037,1.96900,1.74705,2.24081,0.876919,0.617285,0.932730
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",7,15.0966,15.0903,0.0482247,0.000213735,0.0497981,0.000223714,0.0511524,0.000234050,0.0518457,0.000244145,0.0521109,0.000254461,56248.14435965457,0.00177165,0.00125862,4.20518,1.98902,1.96907,8776.56,-0.215754,0.580409,1.14663,2.39280,1.72924,3.75504,1.92760,1.44608,0.533917,1.05673,3.00834,1.17410,1.33820,2.62545,0.788110,1.16829,4.33613,1.81246,1.31521,2.13611,1.69580,1.57517,14.1187,10.8179,2.56484,2.33872,1.55107,4.21863,1.45589,6.82133,30.1691,84.7665,62.2468,11.1465,2.83912,3.87934,2.99785,2.49179,25.5488,88.6943,722.658,105.770,15.5016,2.41263,1.30501,3.00772,2.23045,8.51762,48.7899,97.5288,99.6862,10.1025,1.59125,2.02968,1.35107,1.09539,1.31579,6.57252,33.3741,24.9750,6.93578,0.859413,1.45996,1.19176,1.97074,1.75220,1.58150,1.91317,4.20989,0.985155,2.62433,1.24163,0.178150,0.939281,1.63073,2.16955,1.78698,2.67819,1.34047,1.70700,0.501492
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",8,15.0897,15.0906,0.0480189,0.000211464,0.0495934,0.000220999,0.0509628,0.000230866,0.0516504,0.000240404,0.0519057,0.000250105,56248.14438243379,0.00182197,0.00120210,4.24875,2.01831,1.96570,8714.56,0.630473,-0.0838258,1.64063,2.64585,1.54304,3.80703,1.50339,1.45837,0.546033,0.446262,2.11732,2.36637,1.29121,2.02356,1.98192,1.73823,3.89568,2.15654,1.19737,1.53902,2.04369,1.69311,15.8656,10.6161,3.38280,2.92463,1.66804,4.40841,0.477199,6.22763,30.0450,86.0123,65.1591,11.6622,1.99981,3.27829,2.81409,2.86275,25.5219,92.4057,717.222,101.688,14.4785,2.06608,2.63862,2.40849,2.42217,7.99750,46.4820,94.9739,100.928,10.3731,1.38527,1.82777,0.828357,1.85094,1.58734,7.32524,32.5401,25.4865,6.34254,1.13583,1.41979,0.844919,1.92933,2.33174,1.22772,1.16855,4.72188,1.72904,2.34833,1.11996,0.784343,0.912300,1.21473,2.06142,1.13143,2.73365,2.56384,1.43872,0.791351
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",9,15.0927,15.0868,0.0480619,0.000215835,0.0496158,0.000226358,0.0509767,0.000237332,0.0516955,0.000248157,0.0519838,0.000259254,56248.14440521302,0.00179227,0.00132563,4.23570,2.00658,1.97927,8738.56,0.376766,0.616941,0.782013,3.19199,1.20957,3.63227,1.80504,1.63993,0.608723,0.878805,2.60738,1.73532,1.39903,2.84560,0.460976,1.38253,4.31885,1.87354,1.44692,2.34991,2.05937,2.26391,14.2496,10.7927,3.16450,2.23586,1.91707,3.83852,1.85225,6.74881,30.8165,85.6591,60.8132,11.3919,1.81015,2.76941,2.87722,2.76709,24.6347,92.7164,719.347,106.533,14.7106,2.20935,2.54202,2.99043,2.61117,8.73662,46.9159,92.5807,102.251,10.4031,1.65375,2.16784,1.16468,0.911056,1.60422,7.10335,30.4167,25.7392,6.75317,1.15389,1.12404,1.04535,1.89990,1.68077,1.27471,3.16583,4.53656,1.62089,2.31847,1.64672,0.0558996,0.514129,1.74466,2.98039,1.66757,2.63355,2.12869,1.50263,0.775610
