bcdname,framenum,xcen,ycen,flux_2,fluxerr_2,flux_2p25,fluxerr_2p25,flux_2p5,fluxerr_2p5,flux_2p75,fluxerr_2p75,flux_3,fluxerr_3,BMJD,bkgd,bkgderr,np,xfwhm,yfwhm,peakpixDN,pixval0-0,pixval0-1,pixval0-2,pixval0-3,pixval0-4,pixval0-5,pixval0-6,pixval0-7,pixval0-8,pixval1-0,pixval1-1,pixval1-2,pixval1-3,pixval1-4,pixval1-5,pixval1-6,pixval1-7,pixval1-8,pixval2-0,pixval2-1,pixval2-2,pixval2-3,pixval2-4,pixval2-5,pixval2-6,pixval2-7,pixval2-8,pixval3-0,pixval3-1,pixval3-2,pixval3-3,pixval3-4,pixval3-5,pixval3-6,pixval3-7,pixval3-8,pixval4-0,pixval4-1,pixval4-2,pixval4-3,pixval4-4,pixval4-5,pixval4-6,pixval4-7,pixval4-8,pixval5-0,pixval5-1,pixval5-2,pixval5-3,pixval5-4,pixval5-5,pixval5-6,pixval5-7,pixval5-8,pixval6-0,pixval6-1,pixval6-2,pixval6-3,pixval6-4,pixval6-5,pixval6-6,pixval6-7,pixval6-8,pixval7-0,pixval7-1,pixval7-2,pixval7-3,pixval7-4,pixval7-5,pixval7-6,pixval7-7,pixval7-8,pixval8-0,pixval8-1,pixval8-2,pixval8-3,pixval8-4,pixval8-5,pixval8-6,pixval8-7,pixval8-8
"ch2/bcd/SPITZER_I2_46467072_0000_0000_1_bcd.fits",0,15.0962,15.0782,0.0476624,0.000211741,0.0492674,0.000221568,0.0506703,0.000231748,0.0513997,0.000241634,0.0517008,0.000251708,56241.73561540000,0.00159062,0.00122772,4.22683,2.02558,2.00319,8748.56,-0.00539944,0.870562,2.16132,2.04300,1.34402,4.44225,2.13773,1.06226,0.544923,0.358383,2.64752,2.19283,1.51749,2.33268,0.501410,1.11429,3.88840,1.48378,1.58474,1.37766,1.88644,1.92971,15.0110,10.2945,3.38082,2.14067,1.35367,3.88083,1.97235,7.10724,30.2226,83.6983,62.8662,11.1173,1.85373,3.13137,1.56058,3.18050,26.3952,88.9229,718.795,98.2205,15.8877,2.30427,2.07756,3.22870,2.61257,9.48813,45.9575,94.8204,98.4360,10.3272,1.45726,2.01465,0.422346,1.61073,1.27312,7.08635,33.1768,24.0676,6.18355,1.53500,1.26331,0.551612,2.17167,1.56705,1.08365,3.21024,4.89657,1.34819,2.36046,1.13229,0.467435,0.604744,1.68037,1.75560,1.20860,1.94551,1.56055,1.83924,0.312346
"ch2/bcd/SPITZER_I2_46467072_0000_0000_1_bcd.fits",1,15.0904,15.0782,0.0481608,0.000226223,0.0497557,0.000239171,0.0511543,0.000252766,0.0518608,0.000266385,0.0521317,0.000280502,56241.73563817923,0.00200122,0.00158876,4.25041,2.01833,1.97755,8771.56,0.522424,0.365024,1.17011,3.42090,1.31585,4.33442,2.42705,0.995210,0.517561,0.806029,2.30797,1.41245,1.36831,2.18081,1.55458,1.31330,4.24834,1.88151,1.31951,1.82255,2.08826,1.57956,16.2596,11.3841,3.89536,2.10791,1.71188,3.27521,1.20379,7.19768,32.3174,89.6772,61.8305,10.8892,2.10443,3.30330,3.02086,2.99373,28.0264,91.3234,721.935,98.6664,14.2013,2.51574,2.69023,2.68351,2.50007,8.15401,48.6198,96.5507,98.2265,9.97448,1.46294,1.24399,1.99586,1.26125,1.55494,7.68915,33.3790,24.8222,6.30855,2.22062,1.69713,238.390,2.26053,1.19072,1.56182,2.35853,4.51125,1.59713,2.60665,1.70130,0.636544,1.42072,1.49555,2.34370,1.49414,2.70852,2.11676,1.73041,0.602693
"ch2/bcd/SPITZER_I2_46467072_0000_0000_1_bcd.fits",2,15.0899,15.0881,0.0479402,0.000223735,0.0495125,0.000236174,0.0508773,0.000249205,0.0515729,0.000262243,0.0518397,0.000275742,56241.73566095845,0.00207124,0.00153705,4.28164,2.03632,1.98033,8702.56,0.154456,0.951729,1.36024,3.04828,1.42424,3.72800,2.13897,1.57737,1.17562,1.01895,2.66506,2.04663,1.06786,2.50912,1.99249,2.13374,3.59174,1.93226,2.04174,1.76250,1.95105,2.15375,16.7051,10.1992,3.28965,2.36136,2.27660,3.64131,1.80826,6.46862,32.2961,88.4418,62.7672,10.7887,2.32261,3.04377,3.04951,3.34081,25.0472,88.8692,716.349,100.800,16.5503,2.22654,1.43767,3.60124,1.47953,8.71694,47.2995,94.4995,102.796,10.3834,1.95182,1.99313,1.05079,1.91348,1.33865,8.73824,31.4960,24.0507,6.09069,1.52098,1.71325,2.68294,2.08734,1.63741,1.38589,2.96344,5.04788,2.36404,2.04099,0.806592,0.309477,1.14231,2.53957,1.67958,1.52907,2.89325,2.89482,1.76009,0.633411
"ch2/bcd/SPITZER_I2_46467072_0000_0000_1_bcd.fits",3,15.0883,15.0899,0.0480170,0.000212621,0.0495973,0.000222444,0.0509783,0.000232634,0.0516910,0.000242547,0.0519635,0.000252640,56241.73568373767,0.00177580,0.00123639,4.19808,1.99133,1.95574,8758.56,0.0818668,0.241535,1.28607,2.21119,1.82740,4.52872,2.14535,1.66296,1.10286,1.35297,2.06339,1.39787,1.31500,2.68079,1.07489,1.45328,3.99799,2.96268,2.35238,1.44398,1.25327,1.91564,15.6969,11.0819,3.21154,2.43954,2.27909,4.00793,1.00868,6.52765,31.3173,86.0000,64.9856,10.3697,1.98521,3.42313,1.95944,3.26738,27.1110,92.8183,721.089,99.2632,15.2313,2.78999,1.28362,3.61460,1.89097,8.17872,45.2953,93.4635,100.386,10.2377,1.64686,1.69403,0.968968,0.801519,1.41896,7.70640,31.4934,24.6027,6.56421,1.60131,1.55792,1.51839,1.99161,1.30775,1.36774,2.16687,4.70676,1.63725,2.09972,1.02521,0.395849,0.995078,1.76480,2.06784,1.76747,2.82233,2.23569,1.52484,0.240398
"ch2/bcd/SPITZER_I2_46467072_0000_0000_1_bcd.fits",4,15.1017,15.0698,0.0479261,0.000208076,0.0495280,0.000216885,0.0509217,0.000225938,0.0516263,0.000234553,0.0518975,0.000243235,56241.73570651690,0.00180033,0.00110171,4.21435,2.03038,1.97580,8760.56,0.604685,0.765920,1.97516,2.66005,1.39789,4.01919,2.03278,0.839530,0.638091,0.421956,2.55430,3.33540,1.18909,2.15735,1.10605,1.71431,4.42159,1.35053,1.42823,1.69439,1.88545,2.08698,15.0861,9.33031,3.14526,2.13825,1.50760,3.38065,1.38926,6.75395,28.8966,86.0672,61.6979,10.1996,2.37244,3.57195,1.77060,3.15489,26.2075,93.6815,721.387,95.3440,15.1141,2.51819,2.53227,3.48754,1.99994,9.54857,49.1195,95.4321,98.8838,9.79147,1.12222,2.11431,1.70724,1.44945,1.42847,9.06794,33.3287,26.4299,6.10338,1.29412,1.10635,0.822091,2.36581,2.46168,1.12601,2.70332,5.01935,1.46967,2.08978,0.935582,0.363453,0.887188,1.34412,1.95743,1.33894,2.79389,2.20136,1.81321,0.924949
"ch2/bcd/SPITZER_I2_46467072_0000_0000_1_bcd.fits",5,15.1010,15.0772,0.0479809,0.000221586,0.0495472,0.000233512,0.0508990,0.000245981,0.0516006,0.000258438,0.0518920,0.000271336,56241.73572929612,0.00202892,0.00148097,4.22885,2.04781,1.97465,8775.56,0.372057,1.40816,1.09810,2.82626,1.32396,3.38930,1.95923,1.08218,0.918729,1.37975,2.70335,2.33623,1.80835,3.02361,1.56572,1.94102,4.25991,2.91025,1.79699,1.83205,1.63181,2.14352,14.9106,10.5905,2.89111,2.03924,1.64247,3.70937,0.473742,6.93165,31.0032,85.1204,61.7179,9.98106,2.23458,4.23056,2.63729,3.40016,26.8462,90.1076,722.603,96.6454,15.0374,2.28444,2.53765,3.08906,2.70961,8.67784,48.1470,98.4166,100.815,9.46869,1.99035,1.87536,1.28354,1.26844,2.11181,8.01406,34.1784,23.8043,6.15974,1.43269,1.62789,1.71951,2.15539,1.08459,1.92453,3.34764,5.43822,1.72635,2.96785,1.19374,0.130689,0.892153,1.97180,2.66216,2.29299,2.32305,1.87374,2.05994,0.850743
"ch2/bcd/SPITZER_I2_46467072_0000_0000_1_bcd.fits",6,15.1090,15.0791,0.0477077,0.000217847,0.0493022,0.000229076,0.0506612,0.000240744,0.0513428,0.000252279,0.0515812,0.000264140,56241.73575207535,0.00198861,0.00139549,4.18495,2.03187,1.95359,8750.56,0.0778332,0.0780068,1.68361,2.44847,2.14090,3.41267,2.29982,2.13358,0.391617,0.840346,2.34091,1.69654,1.05047,2.41258,1.58740,2.19369,4.43907,2.14981,1.74571,1.85977,1.27125,2.09222,16.1016,10.2981,2.60545,2.61425,1.27977,3.56062,1.10294,6.78037,29.8051,80.2015,62.5240,9.26807,1.76216,3.75790,2.19059,3.02493,27.6608,90.2938,720.477,92.4568,13.6535,1.90931,1.76095,3.26857,1.38343,8.77832,49.1371,99.8944,100.516,9.57090,1.77420,1.89784,1.23143,0.819291,1.51458,7.40722,34.5250,26.7523,6.50332,1.53790,1.34577,0.846935,2.54487,1.24604,1.46314,2.42309,4.80552,2.20491,2.58343,1.27958,0.0754230,1.14493,2.22754,2.06652,1.52700,2.19272,2.56702,1.52219,0.476608
"ch2/bcd/SPITZER_I2_46467072_0000_0000_1_bcd.fits",7,15.1033,15.0688,0.0479839,0.000221061,0.0495859,0.000232920,0.0509760,0.000245309,0.0516774,0.000257615,0.0519424,0.000270317,56241.73577485457,0.00194466,0.00146745,4.13533,2.00947,1.95715,8855.56,0.518967,0.202606,1.72842,3.17614,1.15402,3.77512,2.34466,1.22917,0.0426700,1.26818,2.59675,1.88959,1.15438,2.59717,0.915427,1.98823,4.22934,2.64520,1.74021,1.37610,2.03987,2.00679,16.4831,9.08764,3.30100,2.52963,1.82000,3.65260,1.19622,7.58249,28.6978,82.9612,62.3775,8.64465,2.41439,3.53454,1.99962,3.14895,28.0218,91.7228,729.553,91.9357,13.9486,2.03443,2.76688,3.13716,2.28222,10.8530,46.7433,100.731,97.7987,9.75611,1.64238,1.69016,0.662285,1.21275,0.956754,8.67019,34.6768,24.6927,6.41788,1.21256,0.872289,1.54889,1.94524,1.10473,1.32323,2.59121,5.06010,1.43370,2.83226,0.897578,0.199219,0.651451,1.88120,2.49468,1.48284,2.71331,1.69681,1.72779,1.31841
"ch2/bcd/SPITZER_I2_46467072_0000_0000_1_bcd.fits",8,15.1149,15.0698,0.0483049,0.000219509,0.0499207,0.000230882,0.0512958,0.000242701,0.0519959,0.000254409,0.0522580,0.000266466,56241.73579763380,0.00194431,0.00141356,4.15437,2.00535,1.95594,8881.56,0.313763,0.314899,1.68123,2.84739,1.82132,3.88737,1.82175,1.34034,1.01834,0.662751,2.63184,1.51286,1.26770,2.07881,1.10566,1.56087,3.63608,2.21119,1.17783,1.75724,0.938705,1.83316,15.6902,9.31180,2.66083,2.98297,1.41495,3.21579,0.597831,7.21555,29.8483,82.4238,62.8855,9.55030,2.83949,3.96029,2.18871,2.94361,27.7384,93.9509,731.823,90.1081,14.2312,1.98763,1.75908,3.80382,2.23874,10.1007,48.4740,102.546,99.5299,10.1895,2.07578,2.34768,1.20938,1.74987,1.33603,8.41568,34.0257,26.2553,6.16458,1.43420,1.47805,1.04092,2.20173,1.44176,1.58252,2.93003,6.04298,1.69577,1.76702,1.32170,-0.0851830,0.683116,2.30330,1.98368,1.90907,1.56034,1.98034,1.35919,-0.0850787
"ch2/bcd/SPITZER_I2_46467072_0000_0000_1_bcd.fits",9,15.1074,15.0772,0.0475084,0.000220723,0.0491206,0.000232737,0.0505054,0.000245263,0.0512147,0.000257732,0.0514929,0.000270610,56241.73582041302,0.00205976,0.00147851,4.18317,2.03410,1.99349,8764.56,0.249938,-0.624922,1.53684,3.74719,1.51970,4.06247,2.31351,0.724208,0.798211,1.11447,2.67968,2.22774,1.16054,2.84089,0.378857,1.53204,4.47148,1.86891,2.18676,1.99163,2.40767,1.66949,15.7639,10.4311,3.12494,2.19643,2.11362,3.46468,2.17558,6.68201,29.9463,80.0206,61.7850,9.88733,2.30026,3.26047,2.36079,3.43660,26.9621,89.9826,721.774,96.1174,14.9099,2.24211,1.77449,3.14365,2.28807,8.65295,46.4270,96.5341,96.6775,10.9542,1.80641,2.39606,1.04228,1.26906,1.32778,8.96731,34.1007,26.2527,6.87162,1.51253,1.08367,1.21103,2.67980,1.61506,1.36598,2.32629,5.82285,1.94956,2.95451,1.10174,0.484226,1.31083,1.22906,1.61652,1.46023,2.43956,2.74623,1.61604,1.28820
